organism,seedid,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,ncbiid,platform,kingdom,phylum,class,order,family,genus,species,file,strain,kbaseid,id,summary_rank,tax,samples,relative,reads
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,,,,,,,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,Collinsella.json,,,Collinsella,genus,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,CAVI230300_t7,0.06631770444133017,663.1770444133017
,,Nanaerobe,Asaccharolytic,Positive,Commensal,,,,,,,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,,Eggerthella.json,,kb|g.1738,Eggerthella,genus,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta,CAVI230300_t7,0.008050096400885803,80.50096400885803
,,,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,Bacteroides.json,,,Bacteroides,genus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_acidifaciens,CAVI230300_t7,0.011753711681372648,117.53711681372647
,,,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,Parabacteroides.json,,,Parabacteroides,genus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis,CAVI230300_t7,0.0046663281068012,46.663281068012
,,Facultative anaerobe,"Saccharolytic, fermentative",Positive,,,,,,,,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,Enterococcus.json,,,Enterococcus,genus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium,CAVI230300_t7,0.029575512094533917,295.7551209453392
,,Facultative anaerobe,,Positive,,,,,,,,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus.json,,,Lactobacillus,genus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidophilus,CAVI230300_t7,0.003416510148098909,34.165101480989094
,,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Pathogen,,,,Laura Kutt,04/18/16,,Kbase,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,Lactococcus.json,,,Lactococcus,genus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis,CAVI230300_t7,0.017414573603858355,174.14573603858355
,,,"Saccharolytic, respiratory or fermentative",Positive,,,,,,,,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus.json,,,Streptococcus,genus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae,CAVI230300_t7,0.002779374132639297,27.79374132639297
,,,,,,,,,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium.json,,,Clostridium,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB4751,CAVI230300_t7,0.0016170383151314774,16.170383151314773
,Clostridium hathewayi 12489931 (999412.4),Obligate anaerobe,"Saccharolytic, fermentative",Negative,,,,,Laura Kutt,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hungatella,Hungatella hathewayi,Hungatella.json,,,Hungatella,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi,CAVI230300_t7,0.0021601438185937577,21.601438185937578
,Eubacterium hallii DSM 3353 (411469.3),Obligate anaerobe,,Positive,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,,Anaerobutyricum.json,,,Anaerobutyricum,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii,CAVI230300_t7,0.0031265401034847222,31.265401034847223
,,Obligate anaerobe,,Positive,Commensal,,,,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,,Anaerostipes.json,,,Anaerostipes,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae,CAVI230300_t7,0.008705956664109846,87.05956664109846
,,Obligate anaerobe,,Positive,Commensal,,,,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,Blautia.json,,,Blautia,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4805,CAVI230300_t7,0.019719497808171615,197.19497808171616
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,Coprococcus.json,,kb|g.3102,Coprococcus,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus,CAVI230300_t7,0.0033067226188571936,33.06722618857194
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,,Dorea.json,,kb|g.1356,Dorea,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans,CAVI230300_t7,0.00631170858931381,63.117085893138096
,,Obligate anaerobe,,,,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,,Enterocloster.json,,,Enterocloster,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_aldensis,CAVI230300_t7,0.003009385657089788,30.093856570897877
,,,,,Commensal,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,,Lachnoclostridium.json,,,Lachnoclostridium,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_hylemonae,CAVI230300_t7,0.001904245765813207,19.042457658132072
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,,Mediterraneibacter.json,,,Mediterraneibacter,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_SGB4586,CAVI230300_t7,0.13917528726713635,1391.7528726713635
Clostridium nexile DSM 1787,Clostridium nexile DSM 1787 (500632.7),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,646.0,2135.0,1210.0,Ines Thiele,04/20/12,500632.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Tyzzerella nexilis,Tyzzerella.json,Clostridium nexile DSM 1787,,Tyzzerella,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis,CAVI230300_t7,0.019854148682805446,198.54148682805447
,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides.json,,,Clostridioides,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Clostridioides|s__Clostridioides_difficile,CAVI230300_t7,0.09999999999999998,999.9999999999998
,,,"Saccharolytic, fermentative, acetate converted to butyrate",Structurally positive but stains negative,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,Faecalibacterium.json,,,Faecalibacterium,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_SGB15346,CAVI230300_t7,0.001348964385389357,13.48964385389357
Flavonifractor plautii ATCC 29863,,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,744.0,1207.0,970.0,Laura Kutt,04/18/16,411475.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,Flavonifractor plautii,Flavonifractor.json,Flavonifractor plautii ATCC 29863,kb|g.26645,Flavonifractor,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_SGB15137,CAVI230300_t7,0.007794709939574226,77.94709939574226
,,Obligate anaerobe,"Saccharolytic, fermentative",,,,,,,,,,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,,Erysipelatoclostridium.json,,,Erysipelatoclostridium,genus,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum,CAVI230300_t7,0.017620847284148474,176.20847284148473
Eubacterium cylindroides T2-87,Eubacterium cylindroides T2-87 (717960.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,463.0,994.0,778.0,chenry,09/10/14,717960.0,Kbase,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,Faecalitalea cylindroides,Faecalitalea.json,Eubacterium cylindroides T2-87,kb|g.3100,Faecalitalea,genus,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides,CAVI230300_t7,0.008282051972918394,82.82051972918394
,,Obligate anaerobe,,Negative,,,,,,,,Kbase,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,,Acidaminococcus.json,,kb|g.2555,Acidaminococcus,genus,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini,CAVI230300_t7,0.0015156408859809273,15.156408859809272
,,Obligate anaerobe,Fermentative,Negative,Commensal,,,,Laura Kutt,04/18/16,,ModelSEED,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,,Dialister.json,,,Dialister,genus,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_hominis,CAVI230300_t7,0.005477098266830421,54.770982668304214
,,Facultative anaerobe,,Negative,,,,,,,,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,Escherichia.json,,,Escherichia,genus,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,CAVI230300_t7,0.06953612637264255,695.3612637264255
,,,"Saccharolytic, fermentative",Positive,,,,,,,,,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium.json,,,Bifidobacterium,genus,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,COKO200409_t0,0.7956460445691951,7956.460445691951
,,Nanaerobe,Asaccharolytic,Positive,Commensal,,,,,,,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,,Eggerthella.json,,kb|g.1738,Eggerthella,genus,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta,COKO200409_t0,0.008800777992164272,88.00777992164272
,,Facultative anaerobe,"Saccharolytic, fermentative",Positive,,,,,,,,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,Enterococcus.json,,,Enterococcus,genus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium,COKO200409_t0,0.026432655828378733,264.32655828378734
,,,"Saccharolytic, respiratory or fermentative",Positive,,,,,,,,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus.json,,,Streptococcus,genus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae,COKO200409_t0,0.003893567612872422,38.935676128724225
,,Obligate anaerobe,,Positive,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,,Eubacterium.json,,,Eubacterium,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_callanderi,COKO200409_t0,0.0016253814776270412,16.253814776270413
,,Obligate anaerobe,,Positive,Commensal,,,,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,Blautia.json,,,Blautia,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4805,COKO200409_t0,0.005464723202004094,54.647232020040946
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,,Mediterraneibacter.json,,,Mediterraneibacter,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_SGB4586,COKO200409_t0,0.008167553551552832,81.67553551552832
,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides.json,,,Clostridioides,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Clostridioides|s__Clostridioides_difficile,COKO200409_t0,0.09999999999999999,999.9999999999999
,,Obligate anaerobe,"Saccharolytic, fermentative",,,,,,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,Ruminococcus.json,,,Ruminococcus,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_SGB4421,COKO200409_t0,0.04421511979405117,442.1511979405117
,,Facultative anaerobe,,Negative,,,,,,,,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,Escherichia.json,,,Escherichia,genus,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,COKO200409_t0,0.0025796827056930463,25.796827056930464
Trueperella pyogenes MS249,,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,581.0,1202.0,916.0,chenry,04/15/16,1448141.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Trueperella.json,Trueperella pyogenes MS249,kb|g.215043,Trueperella,genus,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Trueperella|s__Trueperella_pyogenes,COKO200409_t30,0.0012736630522202468,12.736630522202468
,,,"Saccharolytic, fermentative",Positive,,,,,,,,,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium.json,,,Bifidobacterium,genus,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,COKO200409_t30,0.001213287754328008,12.13287754328008
,,Nanaerobe,Asaccharolytic,Positive,Commensal,,,,,,,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,,Eggerthella.json,,kb|g.1738,Eggerthella,genus,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta,COKO200409_t30,0.13877256661111365,1387.7256661111364
"Gordonibacter pamelaeae 7-10-1-bT, DSM 19378",Gordonibacter pamelaeae 7-10-1-b (657308.3),Nanaerobe,"Few carbon sources used, fermentation capabilities undescribed",Positive,Commensal,622.0,958.0,795.0,Ines Thiele,04/20/12,471189.0,Kbase,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Gordonibacter pamelaeae,Gordonibacter.json,"Gordonibacter pamelaeae 7-10-1-bT, DSM 19378",,Gordonibacter,genus,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae,COKO200409_t30,0.0015369571689952397,15.369571689952398
,,,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,Bacteroides.json,,,Bacteroides,genus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_acidifaciens,COKO200409_t30,0.01257040387330947,125.7040387330947
Barnesiella intestinihominis YIT 11860,Barnesiella intestinihominis YIT 11860 (742726.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,622.0,2235.0,1282.0,chenry,09/10/14,742726.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,Barnesiella.json,Barnesiella intestinihominis YIT 11860,kb|g.27473,Barnesiella,genus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis,COKO200409_t30,0.053977851271933455,539.7785127193346
,,Obligate anaerobe,,Negative,,,,,,,,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,,Alistipes.json,,,Alistipes,genus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis,COKO200409_t30,0.011920841276096841,119.20841276096841
,,,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,Parabacteroides.json,,,Parabacteroides,genus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis,COKO200409_t30,0.00503483285295829,50.3483285295829
,,Facultative anaerobe,"Saccharolytic, fermentative",Positive,,,,,,,,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,Enterococcus.json,,,Enterococcus,genus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium,COKO200409_t30,0.1308292677503005,1308.2926775030048
,,,"Saccharolytic, respiratory or fermentative",Positive,,,,,,,,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus.json,,,Streptococcus,genus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae,COKO200409_t30,0.001965810804299779,19.65810804299779
,,Obligate anaerobe,,Positive,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,,Eubacterium.json,,,Eubacterium,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_callanderi,COKO200409_t30,0.002047756650610239,20.477566506102388
,,Obligate anaerobe,,Positive,Commensal,,,,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,Blautia.json,,,Blautia,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4805,COKO200409_t30,0.0020794453428741207,20.794453428741207
,,Obligate anaerobe,,,,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,,Enterocloster.json,,,Enterocloster,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_aldensis,COKO200409_t30,0.011540576968930256,115.40576968930256
,,,,,Commensal,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,,Lachnoclostridium.json,,,Lachnoclostridium,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_hylemonae,COKO200409_t30,0.0010849763477577623,10.849763477577623
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,,Mediterraneibacter.json,,,Mediterraneibacter,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_SGB4586,COKO200409_t30,0.12066942825692423,1206.6942825692422
Clostridium nexile DSM 1787,Clostridium nexile DSM 1787 (500632.7),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,646.0,2135.0,1210.0,Ines Thiele,04/20/12,500632.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Tyzzerella nexilis,Tyzzerella.json,Clostridium nexile DSM 1787,,Tyzzerella,genus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis,COKO200409_t30,0.07571129068723075,757.1129068723075
